discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
,2008,2.24375,,15.468,2809.6172,,,,6475,161.997,
,2008,2.243752,0.036,14.36,2333,,,,6475,161.997,
,2008,,,,2479.074,,,,,161.997,
,2008,2.24376524,0.0371,13.686,2466.3608,,,,6500,161.997,
,2008,2.2437661,0.0358,14.359,2294.7326,,,,6480,161.997,
,2016,2.2359835,0.0323,16.141,775.5052,,1320,K0,5260,117.598,
,2016,2.23598437,,,,,,,,117.598,
,2016,2.23598646,,13.437,,491.33,1201,,5260,117.598,
,2016,2.2359838,,,,,,K0,5260,117.598,
,2016,3.310651,0.0469,13.563,854.9627,,1540,F9,5900,516.543,
,2016,3.3106628,,,,,,F9,5900,516.543,
,2016,3.3106692,,13.382,,1061.55,1456,,6030,516.543,
,2016,3.310667,,,,,,,,516.543,
,2016,2.05287056,,,,,,,,730.933,
,2016,2.05286837,,17.627,,3140.92,1909,,6010,730.933,
,2016,2.052868,,,,,,F8,6010,730.933,
,2016,2.052868,0.0347,17.15,266.9772,,2000,F8,6010,730.933,
,2018,2.2783152,0.0316,9.528,139.8452,,1260,K2 V,5200,355.513,
,2018,2.27857495,,14.773,,775.88,1346,,4879,355.513,
,2018,2.2783153,,,,,,K2 V,5200,355.513,
,2018,2.2783135,,,,,,,,355.513,
,2018,1.7690121,,10.505,,313.4,1073,,4683,91.299,
,2018,1.7690381,0.0261,10.088,282.8687,,1200,K2 V,4900,91.299,
,2018,1.76903814,,,,,,,,91.299,
,2018,4.60273,,11.339,,591.95,1374,,5909,436.098,
,2018,4.6027435,,,,,,,,436.098,
,2018,4.60273,0.0549,12.498,87.40325,,1404,G4,5702,436.098,
,2020,8.803544,,8.967,112.51126,,,,5437,246.353,
,2020,8.803843,,,,,,,,246.353,
,2020,8.80381,0.0845,8.093,92.48853,,940,G,5460,246.353,
,2020,8.803809,0.08215,8.474,91.21675,,,,5555,246.353,
,2020,8.8036803,,8.901,,72.7,813,,5701,246.353,
,2020,34.524,0.2044,,124.58874,,,,5555,246.353,
,2020,34.527,,,129.67399,,,,5437,246.353,
,2020,34.516,0.2101,,127.132,,590,G,5460,246.353,
,2009,3.7520987,,,,,,,6300,282.091,
,2009,3.752062,,14.937,,1237.74,1513,,6300,282.091,
,2009,3.7520998,,,,,,,6300,282.091,
,2009,,,,179.89178,,,,,282.091,
,2009,3.7521,,15.805,171.6282,,,,6300,282.091,
,2009,3.75209748,0.0499,16.006,172.26386,,,,6300,282.091,
,2009,3.75209748,0.05165,15.782,188.15536,,1676,,6405,282.091,
,2009,3.7521,0.0499,15.457,175.12433,,,F7,6300,282.091,
,2009,3.7520656,0.0499,16.01,172,,,,6300,282.091,
,2009,3.7520997,,,,,,,,282.091,
,2020,5.64421124,,11.446,,854.71,1379,,6310,527.995,
,2020,5.6442072,,,,,,F8,6218,527.995,
,2020,5.644207,0.0694,11.994,2688.8418,,1460,F8,6218,527.995,
,2017,4.5334686,,,,,,,,453.099,
,2017,4.5334775,0.055,13.305,100.43378,,1312,,,453.099,
,2017,4.5334624,,13.721,,487.96,1309,,5846,453.099,
,2017,4.533471,0.055,12.666,98.5273,460,1290,G1,5871,453.099,
,2017,3.332609,,,,,,G0,5914,610.176,
,2017,3.33261887,,15.64,,1513,1591,,5768.2,610.176,
,2017,3.3326099,,,,,,G0,5914,610.176,
,2017,3.3326095,,,,,,,,610.176,
,2017,3.332609,0.048,17.374,123.9537,1400,1700,G0,5914,610.176,
,2017,3.8361632,,,,,,K3,4910,122.066,
,2017,3.83616191,,6.11,,190.71,948,,4910,122.066,
,2017,3.836169,0.0453,5.717,40.68224,150,970,K3,4910,122.066,
,2017,3.8361646,,,,,,,,122.066,
,2016,3.951623,,12,,,,,,334.037,
,2016,3.9516205,0.0529,11.938,182.43442,,1339,G2 V,5838,334.037,
,2016,3.952,,,,,,,5753,334.037,
,2016,3.951605,,,,,,G2 V,5838,334.037,
,2016,3.951623,0.0499,11.19,,,1193,,5772,334.037,
,2016,3.9516956,,,,,,,5753,334.037,
,2016,3.951626,,10.769,,,,,5773,334.037,
,2016,3.9516283,,11.81,,,,,,334.037,
,2018,3.65688,,12.803,,903.01,1527,,6239,524.993,
,2018,3.656333,0.0517,11.994,886.7457,,1590,F6 V,6350,524.993,
,2018,3.8404185,,,,,,,,715.383,
,2018,3.8404319,,12.343,,1599.92,1761,,5909,715.383,
,2018,3.840401,0.0538,15.468,174.8065,,1850,F9,6120,715.383,
,2018,3.8404008,,,,,,F9,6120,715.383,
,2009,3.1186068,0.0415,13.653,264.43456,,1389,,5630,194.134,
,2009,3.1186009,0.0421,11.3,272,,,,5700,194.134,
,2009,,,,268.88418,,,,,194.134,
,2009,,,,,,,,,194.134,
,2009,3.118536,,11.857,,481.92,1195,,5700,194.134,
,2009,3.1186,,13.675,394.1092,,,,5700,194.134,
,2009,3.1186068,0.0422,11.299,288.58964,,,,5700,194.134,
,2009,3.11860355,,,,,,,,194.134,
,2009,3.1186037,,,,,,,5700,194.134,
,2009,3.118598,,,,,,,5700,194.134,
,2018,3.7684981,,12.547,,210.57,1061,,5160,288.326,
,2018,3.7684952,0.0452,12.218,88.35674,,1119,K0 V,5298,288.326,
,2018,3.7684953,,,,,,,,288.326,
,2018,5.405352,,,,,,,,343.08,
,2018,5.4060425,0.0673,12.812,791.3967,990,1557,,6400,343.08,
,2018,5.4060425,,,,,,,6400,343.08,
,2018,5.4053583,,13.424,,857.12,1507,,6410,343.08,
,2018,9.62468,0.0871,11.209,1652.716,,910,K0,5300,310.841,
,2018,9.6246665,,12.318,,121.92,925,,5473,310.841,
,2018,9.6246647,,,,,,,,310.841,
,2018,1.6096884,0.0266,13.473,594.3421,1200,1638,,5500,261.386,
,2018,1.7771363,,,,,,G2 V,5806,327.506,
,2018,1.77713739,,,,,,,,327.506,
,2018,1.77711088,,12.908,,1043.21,1449,,5627,327.506,
,2018,1.7771255,0.02818,12.644,676.9779,,1610,G2 V,5806,327.506,
,2018,6.93030368,,13.204,,545.16,1232,,5570.3,602.236,
,2018,3.4655055,,,,,,,,602.236,
,2018,3.465509,0.04823,14.123,209.13214,,1624,G6,5599,602.236,
,2019,5.4435354,,7.302,,402.87,1248,,6313,114.173,
,2019,5.4435397,,,,,,F9 V,6050,114.173,
,2019,5.44354,0.0641,7.062,32.10083,440,1270,F9 V,6050,114.173,
,2017,2.0219583,,20.155,,3208.41,2096,,7000,423.552,
,2017,2.021957,,,,,,F1 V,7000,423.552,
,2017,2.0219596,0.0365,17.71,2542.64,,2329,F1 V,7000,423.552,
,2017,2.0219596,,,,,,F1 V,7000,423.552,
,2017,2.02195934,,,,,,,,423.552,
,2018,4.1536624,,12.759,,278.89,1138,,5818.8,303.941,
,2018,4.1536579,,,,,,,,303.941,
,2018,4.153658,0.0519,16.814,133.4886,,1340,F9 V,6000,303.941,
,2019,5.6114118,,,,,,F8,6110,627.066,
,2019,5.61077371,,18.37,,1486.86,1584,,6013.5,627.066,
,2019,5.6114237,,,,,,,,627.066,
,2019,5.6114118,0.0681,14.617,178.30263,,1604,F8,6110,627.066,
,2009,3.73,,21.185,162.0933,,1740,,6548,405.908,
,2009,3.7354838,,21.232,,1292.19,1670,,6650,405.908,
,2009,,,,168.13207,,,,,405.908,
,2009,3.735433,0.05,22.261,143.97699,,,F4,6650,405.908,
,2009,3.735438,0.0513,19.582,154.46538,,,,,405.908,
,2009,3.7354417,0.051,19.5,156,,,,6550,405.908,
,2009,3.735438,0.0515,22.317,154.46538,,1771,,6650,405.908,
,2009,,,,,,1738,,6548,405.908,
,2009,3.73543,,20.961,247.9074,,,,6550,405.908,
,2009,3.73543,,,,,,,6550,405.908,
,2009,3.7354845,0.05151,22.317,162.72896,,,,6650,405.908,
,2009,3.7354845,0.05125,21.656,151.60491,,1755,,,405.908,
,2009,3.7354826,,,,,,,,405.908,
,2018,2.3447781,,,,,,,,305.603,
,2018,2.34478022,0.0337,12.285,508.528,680,1422,,5600,305.603,
,2018,2.3447752,,13.449,,320.33,1178,,5515,305.603,
,2019,3.8186244,0.0504,10.985,344.52772,,1642,G0,5965,757.84,
,2019,3.8186276,,11.375,,1200.24,1639,,6090,757.84,
,2019,3.8186258,,,,,,,,757.84,
,2018,5.477433,0.0694,17.598,149.3801,,1740,F1 V,6900,538.11,
,2018,5.4774433,,20.343,,1506.5,1735,,6942,538.11,
,2018,5.4774327,,,,,,,,538.11,
,2018,1.38665318,0.0248,13.451,1172.7927,,1880,G3,5800,232.98,
,2018,1.38665321,,,,,,,,232.98,
,2018,1.3866519,,12.981,,1879.93,1679,,6286,232.98,
,2018,1.3866529,0.02508,14.404,1102.8701,1920,1842,G2,5767,232.98,
,2018,4.2337,,,,,,,,410.149,
,2018,4.2337078,,19.622,,822.44,1491,,6333.7,410.149,
,2018,4.2337,0.0559,14.572,413.179,,1490,F6 V,6400,410.149,
,2018,4.2337005,0.05503,16.107,104.88337,901.9,1528,,6399,410.149,
,2019,3.0652907,0.04403,13.54,314.6517,,1571,F7,6229,539.36,
,2019,3.0652961,,,,,,,,539.36,
,2019,3.0652926,,13.352,,649.43,1406,,6229,539.36,
,2020,3.89938314,,15.264,,1703.24,1638,,6152,568.42,
,2020,3.899052,0.0535,16.87,271.74465,,1721,F9,5941,568.42,
,2019,3.07171816,,12.005,,279.77,1043,,5082,176.818,
,2019,3.07172156,,,,,,,,176.818,
,2019,3.071722,0.03957,17.71,161.45764,,1142,K2,5017,176.818,
,2019,3.3448369,,,,,,,,427.678,
,2019,3.3448285,0.0558,20.288,527.5978,,2470,A1 IV-V,9360,427.678,
,2019,3.3448412,0.0545,21.745,448.1403,5550,2402,,8640,427.678,
,2019,3.3448404,,20.809,,4587.45,2292,,9364,427.678,
,2009,0.9414526,0.02087,13.35,3305.432,,,,6431,123.483,
,2009,0.94145,,13.451,3635.9752,,,,6431,123.483,
,2009,0.9414529,0.0202,14.202,3213.2613,,,F6,6400,123.483,
,2009,0.94145181,0.02034,12.98,3270.4707,,2392,,6400,123.483,
,2009,0.94145242,,,,,,,,123.483,
,2009,0.9414523,,15.487,,4845.66,2324,,6400,123.483,
,2009,0.94145223,0.02024,13.899,3241.84975,5805,2429,,6432,123.483,
,2009,0.94145254,,,,,,,6400,123.483,
,2009,0.94124,0.02,,3314.82,,,,6400,123.483,
,2009,0.9,0.02,14.6,3241.7,,2400,F6 IV-V,6400,123.483,
,2009,0.94145299,0.02026,13.059,3314.83,,,,6400,123.483,
,2009,,,,3327.6801,,,,,123.483,
,2009,0.9414523,0.0203,12.397,3241.866,,,,6400,123.483,
,2009,,,,,,,,6226,123.483,
,2009,,0.02047,13.058,3314.9669,,,,6400,123.483,
,2009,0.94145181,0.02043,13.036,3299.0754,,2413,,6455,123.483,
,2019,2.1558,0.035,,55.2,,,,6400,123.483,
,2019,3.409264,0.048,13.899,286.047,,1540,F7 V,6600,253.985,
,2019,3.40926463,,,,,,,,253.985,
,2019,3.40915679,,15.916,,918.39,1404,,6316,253.985,
,2019,4.5195064,0.05427,13.271,95.03117,,1186,G2,5839,437.495,
,2019,4.5195085,,,,,,,,437.495,
,2019,4.51951197,,14.099,,382.45,1128,,5887,437.495,
,2019,3.3769848,0.0451,9.528,47.03884,,1479,G5,5638,327.602,
,2019,3.37711137,,8.611,,756.26,1337,,5614.86,327.602,
,2019,3.3769895,,,,,,,,327.602,
,2019,3.3769848,,,,,,G5,5638,327.602,
,2019,4.1117771,0.04632,16.477,159.55066,,1111,G9,5313,325.377,
,2019,4.1117648,,,,,,,,325.377,
,2019,4.11177229,,15.258,,268.72,1033,,5424.8,325.377,
,2019,5.1817,0.0627,14.908,181.1631,,1480,G0 V,6000,663.231,
,2019,5.181729,,,,,,,,663.231,
,2019,5.17958,,14.829,,669.02,1416,,6116,663.231,
,2019,9.38755,0.0904,14.011,311.4734,,1160,G0 V,5900,279.35,
,2020,5.026799,0.06,12.442,1341.2426,,,F,6361,278.514,
,2020,5.02679955,,12.981,,853.14,1378,,6434,278.514,
,2020,5.0267992,,,,,,,,278.514,
,2020,5.1478828,,,,,,,,371.414,
,2020,5.147878,0.0653,18.383,254.264,,,F,6150,371.414,
,2020,5.14124,,18.041,,1594.76,1760,,6064,371.414,
,2020,2.724033,0.05053,18.147,632.47853,,3353,,8000,99.731,
,2020,2.7240308,,,,,,,,99.731,
,2009,0.78883919,,,,,,G8 V,5500,268.325,
,2009,0.788839,0.01653,15.424,370.27195,,2058,,,268.325,
,2009,0.79,,15.805,362.3262,,2050,,5503,268.325,
,2009,0.78883942,0.01616,15.637,354.06262,,2067,,5440,268.325,
,2009,,,,,,,,5503,268.325,
,2009,0.78883903,,,,,,,,268.325,
,2009,0.78883899,0.01634,15.603,339.76027,,2520,,5568,268.325,
,2009,0.7888396,0.01649,14.684,367.72931,,,,5500,268.325,
,2009,0.788839,,,,,,,5568,268.325,
,2009,0.78883925,,16.125,,3170.99,1914,,5568,268.325,
,2009,0.78884,0.01655,15.536,371.21,,2050,,,268.325,
,2009,0.78883852,0.01652,15.861,366.77398,3320,2113,,5616,268.325,
,2009,,,,,,2050,,5503,268.325,
,2009,,,,356.92309,,,,,268.325,
,2019,5.367753,,,,,,F6 IV-V,6400,542.251,
,2019,5.3677672,,,,,,,,542.251,
,2019,5.36777,,14.261,,747.13,1456,,6561,542.251,
,2019,5.367753,0.0663,12.89,317.83,,1500,F6 IV-V,6400,542.251,
,2019,2.8786765,0.0408,13.787,731.009,,1620,G0 V,5910,508.885,
,2019,2.8786641,,12.863,,471.14,1297,,6017,508.885,
,2019,2.8786686,,,,,,,,508.885,
,2023,6.2462252,,13.461,,339.1,1094,,6132,362.087,
,2023,6.2463345,0.0676,16.41,44.17815,413,1254,F9,6078,362.087,
,2007,2.152175,0.03144,12.117,295.89973,492,1311,,5180,153.242,
,2007,2.15216302,,11.999,,473.41,1190,,5147,153.242,
,2007,,,,291.76794,,,,,153.242,
,2007,2.15222144,0.03092,11.915,279.6904,,1286,,5170,153.242,
,2007,2.15222163,,,,,,,5147,153.242,
,2007,2.152226,0.0307,10.705,279.68,,,K1 V,5200,153.242,
,2007,2.15222231,,,,,,,5200,153.242,
,2007,2.152226,0.03138,12.005,290.802,,1304,,5200,153.242,
,2007,2.15222144,0.03033,11.691,269.20201,,1281,,5150,153.242,
,2007,2.15222163,,,,,,,,153.242,
,2007,2.15226,0.03138,12.52,290.484,,1300,,5200,153.242,
,2007,2.15222163,0.0314,12.005,293.99275,,,,5200,153.242,
,2007,2.1522254,0.0307,12.072,275.24078,,,K1,5150,153.242,
,2007,2.15222144,0.03033,11.691,269.20201,,1281,,5150,153.242,
,2007,2.152226,,11.635,,,,,,153.242,
,2015,,0.0581,14.348,120.13974,,1282,,,211.877,
,2015,4.89964219,,16.24,,410.16,1148,,5940,211.877,
,2015,4.89964485,,,,,,,,211.877,
,2015,4.8996284,0.06,16.388,98.841,,1379,F9,5940,211.877,
,2015,4.8996461,,,,,,F9,5940,211.877,
,2015,4.8996284,0.05999,16.388,98.84513,,,,5940,211.877,
,2010,4.322513,,,,,,,5800,258.426,
,2010,4.3225038,,,,,,G3 V,,258.426,
,2010,4.3225126,,,,,,,5924,258.426,
,2010,,,12.89,92.1707,,,,5924,258.426,
,2010,4.3225065,,,,,,,,258.426,
,2010,4.322506,0.0516,14.157,93.75985,,1340,,5800,258.426,
,2010,4.3225126,0.05212,11.994,94.39551,,,,5800,258.426,
,2010,4.322482,0.052,11.99,95.345,,,G3 V,,258.426,
,2010,4.32262294,,15.155,,705.04,1314,,5924,258.426,
,2010,3.53273064,0.0489,13.44,196.10111,,1502,,6153,317.652,
,2010,3.53272966,,,,,,,,317.652,
,2010,,,,180.84527,,,,,317.652,
,2010,3.53269,0.0468,12.554,177.9848,,1430,G1 V,6000,317.652,
,2010,3.5326897,,,,,,,6000,317.652,
,2010,3.5327313,0.04698,12.98,186.876,,,,5958,317.652,
,2010,3.53269,,13.787,212.9461,,,,6000,317.652,
,2010,3.5327313,0.047,12.98,181.1631,,,,6000,317.652,
,2010,3.532822,,13.475,,837.7,1372,,6153,317.652,
,2010,2.9444276,,,,,,,,207.49,
,2010,2.94443,0.037,10.783,279.37257,,,,5150,207.49,
,2010,2.94442836,,12.79,,317.43,1077,,5150,207.49,
,2010,2.9444256,0.0376,10.783,280.95,,,,5150,207.49,
,2010,2.94442732,,,,,,,5150,207.49,
,2010,2.3409909,,15.499,,934.47,1540,,6090,322.114,
,2010,2.34121242,0.03651,14.571,340.382,,,,6075,322.114,
,2010,2.34122166,,,,,,,,322.114,
,2010,2.3412202,,,,,,,6075,322.114,
,2010,,,,355.65177,,,,,322.114,
,2010,2.3412217,0.03635,14.605,352.47347,,1772,,6107,322.114,
,2010,2.34121,,15.468,394.1092,,,,6075,322.114,
,2010,2.3412127,,,,,,,6075,322.114,
,2010,2.3412217,0.03607,14.572,336.8998,,,,6080,322.114,
,2010,3.7648327,0.04738,13.675,182.43442,,,,5750,211.416,
,2010,3.76483312,,,,,,,,211.416,
,2010,3.7648334,,,,,,,5703,211.416,
,2010,3.764825,0.0473,13.675,184.334,,,,5703,211.416,
,2010,3.764825,0.0473,13.675,184.3414,,,,5750,211.416,
,2010,3.7648304,,,,,,,5750,211.416,
,2010,3.7648327,0.04819,13.978,190.06234,,1210,,5736,211.416,
,2010,3.764873,,13.952,,357.01,1109,,5703,211.416,
,2010,3.76483,,11.994,139.8452,,,,5750,211.416,
,2010,2.7566,0.04,14.796,324.18498,,1660,G0,5950,252.759,
,2010,2.75659784,,,,,,,,252.759,
,2010,2.7566,,13.563,270.1555,,,,6034,252.759,
,2010,2.7565972,0.03997,14.796,329.90754,,,,5950,252.759,
,2010,2.7566004,0.03985,14.359,326.715,,,,5939,252.759,
,2010,,,,,,,,,252.759,
,2010,2.75673949,,13.804,,1225.53,1509,,6034,252.759,
,2010,2.7565963,,,,,,G0,5950,252.759,
,2010,2.7565972,0.03966,13.63,324.1866,,1650,,6015,252.759,
,2014,3.40883458,,,,,,,,348.494,
,2014,3.40884,0.0445,15.177,285.717,,1473,F8,6084,348.494,
,2014,3.40861641,,14.182,,724.65,1323,,6134,348.494,
,2014,3.40883,0.04469,13.597,288.26,,1468,F8,6150,348.494,
,2014,3.4088387,0.04464,14.011,294.62841,,,,,348.494,
,2014,3.4088353,,,,,,F8,6150,348.494,
,2014,3.40883,0.04465,13.597,287.95398,,,,6150,348.494,
,2014,3.40883495,0.0442,13.664,282.54945,,1456,,,348.494,
,2010,3.92271521,,6.786,,121.77,847,,4800,87.5953,
,2010,3.92271159,,,,,,,,87.5953,
,2010,3.9227186,0.04566,8.878,77.86835,,,,4800,87.5953,
,2010,3.9227124,,,,,,,4800,87.5953,
,2010,3.9227186,0.04565,8.698,77.55052,,970,,,87.5953,
,2010,3.9227138,,,,,,,4800,87.5953,
,2010,3.92273,,8.631,73.1009,,,,4800,87.5953,
,2010,3.922727,0.0457,8.878,77.547,,,,4800,87.5953,
,2007,,,,617.86152,,,,,231.161,
,2007,1.84683,,15.917,772.3269,,,,6400,231.161,
,2007,1.84683515,,,,,,,,231.161,
,2007,1.84683725,,15.606,,2664.9,1832,,6352,231.161,
,2007,1.846835,0.03187,16.298,654.7298,,2028,,6400,231.161,
,2007,1.84683511,,,,,,,6400,231.161,
,2007,1.8468351,0.03182,15.872,600.6987,,,,6400,231.161,
,2007,1.846834,0.0317,14.684,559.3808,,1960,,6400,231.161,
,2007,1.8468355,0.0315,15.693,629.3034,,,,6400,231.161,
,2007,1.846835,0.03151,14.5,559.357,,,,6352,231.161,
,2007,1.8468373,0.03185,15.872,645.1949,,2020,,6400,231.161,
,2007,1.8468373,,15.524,559.36,,,,,231.161,
,2010,3.405886,0.04663,17.363,155.41887,,,,6300,383.829,
,2010,,,,,,1575,,6217,383.829,
,2010,3.405909,0.04657,17.228,151.92274,,,,6300,383.829,
,2010,3.4059095,,,,,,,6302,383.829,
,2010,3.4059096,0.04659,17.363,151.916,,,,6302,383.829,
,2010,3.4058883,,16.885,,485.22,1307,,6302,383.829,
,2010,3.4058841,,,,,,,6302,383.829,
,2010,3.4,,17.374,152.5584,,1580,,6217,383.829,
,2010,3.40588719,,,,,,,,383.829,
,2010,2.7186591,0.03904,12.33,1109.2267,,,,6140,275.994,
,2010,2.7186256,,12.454,,616.33,1388,,6427,275.994,
,2010,2.71866,,10.761,835.8929,,,,6140,275.994,
,2010,2.71866151,,,,,,,,275.994,
,2010,2.718659,,13.339,1144.188,,,,6100,275.994,
,2010,2.718659,0.0394,13.227,1144.14,,,,6100,275.994,
,2010,2.7186631,,,,,,,6100,275.994,
,2010,1.21983821,,18.218,,9392.05,2511,,7398.5,121.944,
,2010,1.21987016,0.0259,18.82,1042.4824,,2723,,7430,121.944,
,2010,1.2198669,0.02555,16.78,1303,,,,7430,121.944,
,2010,1.2198707,,,,,,,,121.944,
,2010,,,,,,,,7308,121.944,
,2010,1.2198675,,,,,,,7308,121.944,
,2010,1.21987089,,,,,,,7400,121.944,
,2010,1.21986983,,17.934,371.8611,,,,7308,121.944,
,2010,1.21987,0.0239,17.856,665.21819,,2782,,7430,121.944,
,2010,,,,,,,,7308,121.944,
,2010,4.3176782,0.0524,13.675,187.51,,1250,,5700,132.096,
,2010,4.3176782,0.0521,13.675,185.29489,,,,5700,132.096,
,2010,4.31768,,11.209,177.9848,,,,5700,132.096,
,2010,4.3176779,,,181.1631,,,,,132.096,
,2010,4.3176859,,13.393,,229.96,1084,,5700,132.096,
,2010,4.317687,,,,,,,,132.096,
,2011,3.1615697,,14.862,,758.1,1338,,6072,202.218,
,2011,3.161575,0.04313,14.796,222.79883,,,,5990,202.218,
,2011,3.161575,0.04317,14.796,228.828,,,,5990,202.218,
,2011,3.1615685,,,,,,,,202.218,
,2011,3.16157,,,,,,,5990,202.218,
,2011,3.16158,,14.572,225.6593,,,,5990,202.218,
,2011,3.1615699,,,,,,,5990,202.218,
,2011,1.53736561,,,,,,,,386.346,
,2011,1.53736541,,,,,,,5959,386.346,
,2011,1.53736449,,13.754,,1422.61,1566,,5959,386.346,
,2011,1.5373653,0.02643,14.359,729.73768,,,,5900,386.346,
,2011,1.53736423,0.02643,14.359,726.55938,,1724,,5880,386.346,
,2011,1.5373653,0.02643,14.359,731.932,,,,5959,386.346,
,2011,1.53736596,0.02677,14.874,750.39663,,1733,,5959,386.346,
,2011,1.5373639,0.02641,14.908,729.41985,,,,,386.346,
,2010,3.5774793,,,,,,,5800,392.791,
,2010,3.5774807,,,,,,,5849.09,392.791,
,2010,3.57718909,,13.507,,545.33,1232,,5849.09,392.791,
,2010,3.577469,0.0446,13.002,572.07,,,,5800,392.791,
,2010,3.577469,0.0447,13.002,546.6676,,,,5800,392.791,
,2010,3.5774801,,,,,,,,392.791,
,2010,6.8718897,,,,,,,,136.24,
,2010,6.871815,0.07522,12.263,855.245,,,,6150,136.24,
,2010,6.87188,,13.787,1093.3352,,,,6180,136.24,
,2010,,,,859.73015,,,,,136.24,
,2010,6.87188,0.0758,12.218,861.3193,,,,,136.24,
,2010,6.871815,0.07584,12.218,841.61384,,,,6180,136.24,
,2010,6.9,0.076,12.3,858.1,,1250,F8 V,6200,136.24,
,2011,4.05527999,,,,,,,5326.6,213.982,
,2011,4.05486955,,15.545,,316.31,1076,,5326.6,213.982,
,2011,4.05527892,,,,,,,,213.982,
,2011,4.055259,0.0486,14.235,88.989,,,,5400,213.982,
,2011,4.0552765,0.04858,14.93,89.94589,,,,,213.982,
,2011,4.0552947,,,,,,,5326.6,213.982,
,2011,4.0552947,0.04859,14.235,87.40325,,,,5400,213.982,
,2011,4.0552941,0.04828,14.336,89.31023,,1166,,5485,213.982,
,2011,,,,,,1117,,5326.6,213.982,
,2011,4.06,,14.235,88.9924,,1120,,5326.6,213.982,
,2007,1.33823187,0.02312,15.838,393.139,,,,5504,267.206,
,2007,1.33823,,14.908,375.0394,,,,5500,267.206,
,2007,1.33823162,,,,,,,5504,267.206,
,2007,1.33823251,,14.908,386.48128,,1664,,5436,267.206,
,2007,1.33823137,,,,,,,,267.206,
,2007,1.33823162,0.02287,14.908,371.8611,,,,5436,267.206,
,2007,1.33823204,,15.637,,,,,,267.206,
,2007,1.33823144,,,,,,G7 V,,267.206,
,2007,1.3382315,,,,,,,5400,267.206,
,2007,1.3382315,0.02307,15.211,393.15571,,1661,,5500,267.206,
,2007,,,,368.36497,,,,,267.206,
,2007,1.33823144,0.02318,15.289,396.96967,,1673,,5540,267.206,
,2007,1.3382299,0.0232,15.031,397.2875,,,G8,5500,267.206,
,2007,1.33823147,0.0226,14.807,376.94638,,,,5400,267.206,
,2007,1.33823204,,,,,1700,,5504,267.206,
,2007,1.3382315,0.02329,15.368,409.68287,,1662,,5500,267.206,
,2007,1.33823071,,14.838,,1188.62,1498,,5436,267.206,
,2012,3.05240154,0.041,13.204,310.51991,,1242,,5546,163.371,
,2012,3.052404,0.04,13.227,298.7602,,1244,,5545,163.371,
,2012,3.052401,0.0402,13.451,292.391,,,,5450,163.371,
,2012,3.0524018,,13.759,,344.15,1199,,5545,163.371,
,2012,3.05240197,,,,,,,,163.371,
,2012,3.052401,0.04022,13.451,299.07803,,,,5450,163.371,
,2012,3.0524,,12.33,270.1555,,,,5545,163.371,
,2015,421,1.07,,1010.6994,,241,,5545,163.371,
,2012,4.9816819,,,,,,,5315,177.291,
,2012,4.9816872,0.0548,11.915,159.23283,,,,5200,177.291,
,2012,4.9816819,0.0561,12.576,167.49641,,1021,,5315,177.291,
,2012,4.9816784,,10.78,,137.12,953,,5315,177.291,
,2012,4.9816872,0.0548,12.106,158.908,,,,5200,177.291,
,2012,4.98168178,,,,,,,,177.291,
,2011,0.813475,0.0142,10.424,565.714,,,,4400,86.7467,
,2011,0.81347437,0.01528,11.613,651.5515,,,,4400,86.7467,
,2011,0.81347398,0.01504,11.276,635.02434,,1427,,4500,86.7467,
,2011,0.81347753,,,,,,,4124,86.7467,
,2011,0.81347414,,,,,,,4400,86.7467,
,2011,0.8,0.014,10.42,572.1,,1350,K7 V,4400,86.7467,
,2011,0.81347409,,,,,,,4124,86.7467,
,2011,0.81347436,,,,,,,4124,86.7467,
,2011,0.81347363,,13.16,,680.89,1303,,4400,86.7467,
,2011,0.81347398,,,,,,,4124,86.7467,
,2011,0.8134749,,,,,,,4400,86.7467,
,2011,0.81347404,,,,,,,,86.7467,
,2011,2.423812,0.03443,10.985,275.55861,,1304,,5410,364.512,
,2011,2.4238107,,,,,,,5410,364.512,
,2011,2.4238133,0.03474,12.778,279.05474,,,,5400,364.512,
,2011,2.42382258,,12.256,,549.91,1235,,5410,364.512,
,2011,2.4238039,0.03473,12.778,282.539,,,,5410,364.512,
,2011,2.42381058,,,,,,,,364.512,
,2011,2.423804,0.03453,12.33,276.5121,533,1337,G8 V,5420,364.512,
,2011,2.4238039,,,,,,G8 V,5420,364.512,
,2011,3.1260876,0.04054,13.002,318.78349,,,,5100,211.196,
,2011,3.126096,0.0405,11.119,318.46566,,1170,K2 V,5100,211.196,
,2011,3.1260777,,,,,,,5140,211.196,
,2011,3.1260876,0.04054,13.002,320.041,,,,5140,211.196,
,2011,3.126089,0.03963,10.604,306.38812,294,1153,,5150,211.196,
,2011,3.12607775,,10.926,,328.16,1086,,5100,211.196,
,2011,3.12607402,,,,,,,,211.196,
,2011,3.12609,,12.778,330.5432,,,,5140,211.196,
,2011,1.43036914,,13.25,,1281.24,1526,,5600,375.31,
,2011,1.43037254,,,,,,,,375.31,
,2011,1.43037,0.02448,14.684,667.733,,,,5620,375.31,
,2011,1.43036763,0.02335,13.159,607.0553,,1636,G6 V,5600,375.31,
,2011,1.43037,0.02334,13.159,603.877,,,,5600,375.31,
