discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
Radial Velocity,2013,4.20474,0.0526,14.12,165.26,,1600,G5,5590,1045.18,GJ 849 c
Radial Velocity,2014,3.57532,0.0467,11.287,3273.649,,,,5900,1010.28,GJ 86 b
Radial Velocity,2014,3.57532,0.0476,11.287,3302.11,,1500,G2,5900,1010.28,GJ 876 b
Radial Velocity,2015,5.20851,0.0603,10.705,153.82972,,,G8/9 IV,5150,766.183,GJ 876 c
Radial Velocity,2015,5.20851,0.059,10.705,152.87623,,,,5150,766.183,GJ 876 d
Radial Velocity,2015,2.8505615,,,,,,,5268,806.507,GJ 876 e
Radial Velocity,2015,2.85057,0.039,10.088,266.9772,,,,5260,806.507,GJ 887 b
Radial Velocity,2015,2.85057,0.0386,10.088,270.1555,,,K0 V,5260,806.507,GJ 887 c
Astrometry,2008,4.2567994,0.05694,11.135,6747.5309,,,,,768.771,GJ 896 A b
Radial Velocity,2008,,,,,,,,6558,768.771,GJ 9066 c
Radial Velocity,2008,4.2567994,0.05783,11.624,6979.5468,,1695,,6740,768.771,GJ 9404 b
Radial Velocity,2008,4.2568,,11.32,6883.91,,,F3 V,6740,768.771,GJ 96 b
Radial Velocity,2008,4.2567994,0.0574,11.321,6814.2752,,,,6740,768.771,GJ 9689 b
Radial Velocity,2020,9.06005,0.0844,11.31,921.707,,,G3 V,5650,1032.23,GJ 9714 b
Transit,2020,4.62941,0.0586,16.365,266.9772,,,G2 IV,5700,2005.76,GJ 9827 b
Transit,2022,3.22748,0.0429,18.831,349.61125,,1747,F6 V,6390,1123.21,GJ 9827 c
Transit,2022,5.616531,0.066,15.805,216.12332,,1567,F3 V,6730,925.958,GJ 9827 d
Transit,2008,9.20205,0.09,13.34,228.83,,1074,,6190,726.412,GPX-1 b
Imaging,2008,9.20164964,,13.437,,203.95,964,,6190,726.412,GQ Lup b
Imaging,2008,9.20205,0.09025,13.339,223.43449,,,,6190,726.412,GSC 06214-00210 b
Imaging,2008,9.20205,0.0912,13.002,232.33373,,1058,,6190,726.412,GU Psc b
Transit,2009,4.0378962,0.04963,15.558,151.92274,,,,6100,882.472,Gaia-1 b
Transit,2009,4.0378962,0.04947,15.558,148.42,,1438,F9 V,6100,882.472,Gaia-2 b
Radial Velocity,2009,4.0378962,0.05004,13.249,149.3801,,1348,,6100,882.472,Gl 378 b
Radial Velocity,2009,4.0379156,,,,,,,,882.472,Gl 49 b
Radial Velocity,2009,4.0379156,0.0495,14.079,145.88397,,1397,,,882.472,Gl 686 b
Transit,2009,4.03790124,,18.383,,786.29,1351,,6100,882.472,HAT-P-1 b
Transit,2009,8.886593,0.0855,13.283,940.7768,,1025,,6090,645.294,HAT-P-11 b
Radial Velocity,2009,8.886593,0.0854,13.07,937.5985,,,,6090,645.294,HAT-P-11 c
Transit,2009,8.886593,0.0855,13.068,940.74,,1017,F9 V,6090,645.294,HAT-P-12 b
Transit,2009,8.8866287,,,,,,,,645.294,HAT-P-13 b
Radial Velocity,2009,0.85359163,,1.681,4.07661,,,,5275,159.906,HAT-P-13 c
Transit,2009,0.853585,0.0169,1.861,6.99226,,1910,,5250,159.906,HAT-P-14 b
Transit,2009,0.85359159,0.017016,1.585,5.74,,1756,,5259,159.906,HAT-P-15 b
Transit,2009,0.853585,0.017,,4.8,,,,5256,159.906,HAT-P-16 b
Transit,2009,0.85359165,0.017,,4.73,,,,5256,159.906,HAT-P-17 b
Radial Velocity,2009,0.854,,1.58,4.6,,,,5313,159.906,HAT-P-17 c
Transit,2009,0.8535,,1.528,6.056,,,G9 V,5250,159.906,HAT-P-18 b
Transit,2009,0.853585,0.0172,1.68,21,,,G9 V,5275,159.906,HAT-P-19 b
Transit,2009,3.697,,,13.289,,,G9 V,5250,159.906,HAT-P-2 b
Transit,2009,3.698,0.046,,8.4,,,,5256,159.906,HAT-P-20 b
Transit,2009,3.7,0.045,,13.56,,,,5256,159.906,HAT-P-21 b
Transit,2022,8.966,,,17.142,,,G9 V,5250,159.906,HAT-P-22 b
Transit,2010,6.212381,0.06339,6.389,69.28694,,,,5080,322.037,HAT-P-23 b
Transit,2010,6.21229,0.063,6.39,69.92,,,K1 V,5080,322.037,HAT-P-24 b
Transit,2010,6.21229,0.0633,7.981,68.65128,,922,,5080,322.037,HAT-P-25 b
Transit,2010,6.212445,0.0636,6.938,69.28694,,870,,,322.037,HAT-P-26 b
Transit,2009,95.2738,0.407,11.77,266.97,,,G3 V,5625,412.98,HAT-P-27 b
Transit,2009,95.272656,0.4029,11.949,268.88418,,,,5625,412.98,HAT-P-28 b
Transit,2009,95.272725,,,,,,,,412.98,HAT-P-29 b
Transit,2009,95.2738,0.4027,11.624,262.52758,,413,,5625,412.98,HAT-P-3 b
Transit,2009,95.272656,0.4021,11.949,266.9772,,420,,5625,412.98,HAT-P-30 b
Transit,2017,6.7183678,,,,,,G0 VI,5970,576.683,HAT-P-31 b
Transit,2017,6.71837,0.071,6.389,47.6745,132.26,938,G0 VI,5970,576.683,HAT-P-32 b
Transit,2018,4098.1,5.75,,3823.2733,,,,,30.5225,HAT-P-33 b
Transit,2013,246.36,0.36,,9057.77,,,L1.5,,,HAT-P-34 b
Transit,2004,,330,,3496,,,M0.5,,134.846,HAT-P-35 b
Transit,2004,,,30.264,3496.13,,2200,,4371,134.846,HAT-P-36 b
Transit,2019,18.57,0.1462,,24.27,,877,F8 V,6196,62.5388,HAT-P-37 b
Transit,2019,6.584,0.0733,,9.6,,1239,F8 V,6196,62.5388,HAT-P-38 b
Transit,2019,2.882,0.0422,,3.35,,1632,F8 V,6196,62.5388,HAT-P-39 b
Transit,2019,5.516,0.0651,,4.13,,1314,F8 V,6196,62.5388,HAT-P-4 b
Transit,2019,5.2072,0.0664,,138.89171,,1000,F5 V,6500,137.94,HAT-P-40 b
Transit,2019,6.6732,0.0662,,2.58,,854,K0 V,5138,45.23,HAT-P-41 b
Transit,2019,6.6736,0.0662,,2.58,,854,,,45.23,HAT-P-42 b
Transit,2023,3.4982,0.04853,,12.2,,,F5-F8 V,6400,25.3284,HAT-P-43 b
Transit,2009,8693,8.6,,1995.88832,,,,,305.684,HAT-P-44 b
Radial Velocity,2009,10220,8.19,,1922.79,,,,,305.684,HAT-P-44 c
Transit,2019,8.138268,,5.7,,,850,G6 V,5428,44.0622,HAT-P-45 b
Transit,2019,8.1387,,5.63,413.179,,,G6 V,5542,44.0622,HAT-P-46 b
Transit,2019,8.13822434,,6.496,,115.83,837,,5414,44.0622,HAT-P-49 b
Transit,2020,6.7987,0.0349,1.047,,,,,3648,,HAT-P-5 b
Transit,2019,28.1656,,1.87,,,,,,159.259,HAT-P-50 b
Transit,2019,28.1696,,2.2,,,,,,159.259,HAT-P-51 b
Transit,2021,0.72091,,1.5,,,,,5633,706.391,HAT-P-52 b
Transit,2019,2.13174,,0.692,,,,,,253.026,HAT-P-53 b
Transit,2021,0.877183,,1.406,,,,,5705,232.1,HAT-P-54 b
Transit,2021,0.877214,,1.3,,,,,5820,232.1,HAT-P-55 b
Transit,2021,0.87703,,1.2,,,1874,,5711.17,232.1,HAT-P-56 b
Transit,2019,3.80464,,1.22,,,,,,476.882,HAT-P-57 b
Transit,2019,2.71578,,1.03,,,,,,334.967,HAT-P-58 b
Transit,2020,2.0478,0.0296,0.908,,,,,4520,,HAT-P-59 b
Transit,2019,3.96165,,1.48,,,,,,257.443,HAT-P-6 b
Transit,2019,3.96151,,1,,,,,,257.443,HAT-P-60 b
Transit,2019,4.16888,,1.41,,,,,,436.488,HAT-P-61 b
Transit,2019,4.1698,0.035,1.04,,,,,5053,436.488,HAT-P-62 b
Transit,2019,4.16959,,1.1,,,,,,436.488,HAT-P-63 b
Transit,2019,8.050722,,1.31,,,961,,5502.7,243.935,HAT-P-64 b
Transit,2019,8.0516,,1.62,,,,,,243.935,HAT-P-65 b
Transit,2019,8.0468,,1.18,,,,,,243.935,HAT-P-66 b
Transit,2019,4.50756,,1.7,,,,,,369.888,HAT-P-67 b
Transit,2019,4.50717,,1.44,,,,,,369.888,HAT-P-68 b
Transit,2021,0.9116567,,1.35,,,,,5648,369.888,HAT-P-69 b
Transit,2021,0.911724,,1.4,,,,,5724,369.888,HAT-P-7 b
Transit,2021,0.911618,,1.16,,,,,,369.888,HAT-P-70 b
Transit,2021,14.647531,,2.6,,,,,5724,369.888,HAT-P-8 b
Transit,2021,14.637,,4,,,,,6438,369.888,HAT-P-9 b
Transit,2021,14.6435,,2.52,,,,,,369.888,HATS-1 b
Transit,2021,14.641541,,2.94,,,,,5648,369.888,HATS-10 b
Transit,2019,2.87814,,1.01,,,,,,161.365,HATS-11 b
Transit,2019,5.2986,,1.7,,,,,4114,451.769,HATS-12 b
Transit,2019,5.29853,,3.32,,,,,,451.769,HATS-13 b
Transit,2019,5.29711,,1.62,,,,,,451.769,HATS-14 b
Transit,2021,0.35490972,,1.45,,,,,3893,451.769,HATS-15 b
Transit,2021,0.354884,,1.2,,,,,4114,451.769,HATS-16 b
Transit,2019,2.25558,,2,,,,,,109.888,HATS-17 b
Transit,2019,2.255436,,1,,,,,3297,109.888,HATS-18 b
Transit,2019,2.25372,,0.9,,,,,,109.888,HATS-2 b
Transit,2019,1.58252,,0.96,,,,,,314.35,HATS-22 b
Transit,2019,1.58316,,1.22,,,,,,314.35,HATS-23 b
Transit,2022,17.515472,,2.094,,,,,4752,314.35,HATS-24 b
Transit,2022,17.501662,,2.63,,,,,4749,314.35,HATS-25 b
Transit,2022,17.5125,,2.15,,,,,,314.35,HATS-26 b
Transit,2016,21.1686,,2.18,,,,,,186.197,HATS-27 b
Transit,2016,21.17623917,,,,,,,3811,186.197,HATS-28 b
Transit,2016,21.169861,0.131,1.98,,3.5,,,4148.21,186.197,HATS-29 b
Transit,2016,21.1595,,,,,,,3811,186.197,HATS-3 b
Transit,2016,21.169619,,2.2,,,,,3880,186.197,HATS-30 b
Transit,2016,21.1701963,0.1195,1.92,,,431,,4057,186.197,HATS-31 b
Transit,2018,19.491,,,,,,,6128,181.69,HATS-32 b
Transit,2018,19.49221,0.1493,5.76,,,817,,6069,181.69,HATS-33 b
Transit,2018,19.49183,,5.96,,,,,,181.69,HATS-34 b
Transit,2018,19.492132,,6,,,,,,181.69,HATS-35 b
Transit,2018,19.4921473,,5.507,,31.91,662,,6128,181.69,HATS-36 b
Transit,2018,19.491965,,6.8,,,,,6320,181.69,HATS-37 A b
Transit,2018,19.491795,,5.847,,,,,6046,181.69,HATS-38 b
Transit,2018,19.49213,0.148,6.12,27,,886,G0,6025,181.69,HATS-39 b
Transit,2018,19.50735025,,,,,,,6128,181.69,HATS-4 b
Transit,2019,2.28896,,1.83,,,,,,418.395,HATS-40 b
Transit,2019,2.289363,,1.48,,,1149,,5171,418.395,HATS-41 b
Transit,2019,2.28943,,1.323,,,,,,418.395,HATS-42 b
Transit,2016,5.21378,,2.29,,,,,,418.395,HATS-43 b
Transit,2016,5.213,,,,,,,5008,418.395,HATS-44 b
Transit,2016,5.213965,,2.27,,,866,,5171,418.395,HATS-45 b
Transit,2019,18.0983,,2.17,,,,,,611.804,HATS-46 b
Transit,2019,18.0971,,2.21,,,,,,611.804,HATS-47 b
Transit,2019,34.885,,1.6,,,,,,283.29,HATS-48 A b
Transit,2019,15.2841,,1.12,,,,,,320.07,HATS-49 b
Transit,2019,15.28078,,1.26,,,756,,6004,320.07,HATS-5 b
Transit,2019,15.2841,,1.39,,,,,,320.07,HATS-50 b
Transit,2016,23.226,,,,,,,6055,320.07,HATS-51 b
Transit,2016,23.24110566,,,,,,,6055,320.07,HATS-52 b
Transit,2016,23.2259,,2.31,,,,,,320.07,HATS-53 b
Transit,2016,23.228555,,2.32,,,658,,6004,320.07,HATS-54 b
Transit,2016,23.226,,2.3,,,,,,320.07,HATS-55 b
Transit,2016,23.226001,,2.245,,,,,5928,320.07,HATS-56 b
Transit,2021,0.578657,,1.2,,,,,5765,561.929,HATS-57 b
Transit,2021,11.81387,,2.67,,,,,,561.929,HATS-58 A b
Transit,2021,11.811437,,2.3,,,,,5765,561.929,HATS-59 b
Radial Velocity,2019,13.60697954,,,,,,,4581,336.25,HATS-59 c
Transit,2019,13.603,,,,,,,4581,336.25,HATS-6 b
Transit,2019,13.603,0.098,2.586,,,536,K3,4684,336.25,HATS-60 b
Transit,2019,65.55,0.28,2.69,,,316,K3,4684,336.25,HATS-61 b
Transit,2021,0.762406,,0.99,,,,,5620,624.512,HATS-62 b
Transit,2019,0.705386,,1.73,,,,,,496.289,HATS-63 b
Transit,2019,0.70531,,1.6,,,,,5499,496.289,HATS-64 b
Transit,2019,0.70531,,1.48,,,,,,496.289,HATS-65 b
Transit,2016,0.571308,,1.46,,,,G5,5590,244.59,HATS-66 b
Transit,2016,0.571331,0.0134,1.82,,,2119,,5617,244.59,HATS-67 b
Transit,2016,0.571292,0.01326,1.725,8.21,4670,2300,,5532,244.59,HATS-68 b
Transit,2016,0.571336,,1.8,,,,,,244.59,HATS-69 b
Transit,2016,0.571,,1.712,7.72,,,,5496,244.59,HATS-7 b
Transit,2016,0.571299,,1.669,,,,,5590,244.59,HATS-70 b
Transit,2016,0.571212,,1.6,,,,,5613,244.59,HATS-71 b
Transit,2016,0.571285,,1.816,,,,,,244.59,HATS-72 b
Transit,2016,0.571292,0.0116,1.52,8.36,,2333,G5 V,5470,244.59,HATS-74 A b
Transit,2016,0.571336,0.01312,1.82,9,4293,2063,,5496,244.59,HATS-75 b
Transit,2016,13.339746,,2.705,,,,,5590,244.59,HATS-76 b
Transit,2016,13.3397,0.1083,2.836,8.9,70,805,,5532,244.59,HATS-77 b
Transit,2016,13.334615,,2.2,,,,,5613,244.59,HATS-8 b
Transit,2016,13.3387,0.1071,2.77,5.7,64,722,,5496,244.59,HATS-9 b
Imaging,2016,13.338687,,2.8,,,,,,244.59,HD 100546 b
Radial Velocity,2016,13.3397,0.105,2.5,5.8,,774,G5 V,5470,244.59,HD 100655 b
Radial Velocity,2016,13.339079,0.1091,2.73,,,741,,5617,244.59,HD 100777 b
Radial Velocity,2016,13.341245,,2.53,,,,G5,5590,244.59,HD 10180 c
Radial Velocity,2016,13.33877,,3.79,,,,,,244.59,HD 10180 d
Radial Velocity,2021,0.72813,,1.27,,,932,,3506,150.124,HD 10180 e
Radial Velocity,2021,0.728113,,1.1,,,,,3782,150.124,HD 10180 f
Radial Velocity,2023,16.141132,0.1237,2.332,10.4,69.7,804,,5868,121.971,HD 10180 g
Radial Velocity,2023,16.13655,,2.02,,,739,,5886,121.971,HD 10180 h
Radial Velocity,2023,16.140442,,2.06,,,,,5870,121.971,HD 101930 b
Radial Velocity,2018,6.1802675,,13.274,,519.97,1330,,6513,372.632,HD 102117 b
Radial Velocity,2018,6.180235,0.07229,11.781,953.49,642,1401,F5 V,6202,372.632,HD 102195 b
Radial Velocity,2018,3650,4.5,12.442,4131.79,0.19,183,,4898,551.886,HD 102272 b
Radial Velocity,2020,3.5951,0.047,1.95,8.75,1037,1616,G8 IV/V,5430,321.296,HD 102329 b
Radial Velocity,2020,15.624,0.13,3.67,14.67,160,990,G8 IV/V,5430,321.296,HD 102329 c
Radial Velocity,2020,35.747,0.22,3.94,10.18,53,752,G8 IV/V,5430,321.296,HD 102365 b
Radial Velocity,2008,,800,,5085.28,,2375,M7.25,2838,,HD 102843 b
Radial Velocity,2021,2.30538,0.02279,,2.5,20.5,587,M4.0 V,3326,16.009,HD 102956 b
Radial Velocity,2021,8.0518,0.0525,,3.75,3.87,387,M4.0 V,3326,16.009,HD 103197 b
Radial Velocity,2019,5.7459945,,2.061,,4,393,,3413,27.9276,HD 103720 b
Radial Velocity,2019,5.746007,0.0385,2.025,11.7,7.2,456,M2.5 V,3348,27.9276,HD 103774 b
Radial Velocity,2019,5.745912,,,,,,,3390,27.9276,HD 103891 b
Radial Velocity,2022,10.3465,0.0457,,1.08,0.67,231,M5.5 V,3024,4.84867,HD 103949 b
Radial Velocity,2022,21.202,0.0738,,1.36,0.26,182,M5.5 V,3024,4.84867,HD 104067 b
Radial Velocity,2020,3.204,0.021,,1.37,3.8,,M5.5 V,2953,3.67278,HD 10442 b
Radial Velocity,2020,6.689,0.035,,1.74,1.4,,M5.5 V,2953,3.67278,HD 104985 b
Radial Velocity,2020,13.031,0.054,,1.64,0.6,,M5.5 V,2953,3.67278,HD 105618 b
Radial Velocity,2015,,,,1.58,,,,,12.613,HD 105618 c
Radial Velocity,2015,1.6289287,0.01533,1.43,1.63,,644,,,12.613,HD 105779 b
Radial Velocity,2015,1.628931,0.0153,1.13,1.66,,529,,3270,12.613,HD 106252 b
Radial Velocity,2015,1.6289322,,1.215,,20.96,546,,3202,12.613,HD 106270 b
Transit,2015,1.62893,,1.16,1.62,,409,M4.5 V,3270,12.613,HD 106315 b
Transit,2018,8.929,0.0476,,2.64,,300,,3270,12.613,HD 106315 c
Radial Velocity,2010,41.38,0.166,,96.7,,,,3287,11.0143,HD 10647 b
Radial Velocity,2010,41.375,0.1686,,107.74383,,,,3357.57,11.0143,HD 106515 A b
Imaging,2010,41.397,0.163506,,94.7094,,,,3287,11.0143,HD 106906 b
Radial Velocity,2017,535.9,0.9302,,82.63539,,,,3357.57,11.0143,HD 10697 b
Radial Velocity,2017,532.58,0.912,,68.06,,,,3287,11.0143,HD 107148 b
Radial Velocity,2023,389.7,0.5714,,10.62,,,M 4.5V,3280,8.03625,HD 107148 c
Radial Velocity,2009,1.58040482,,2.65,6.45,,,,3170,14.6427,HD 108147 b
Radial Velocity,2009,1.58040487,,2.74,6.37,,547,,2949,14.6427,HD 108202 b
Transit,2009,1.5803925,,2.678,6.55,,555,,3026,14.6427,HD 108236 b
Transit,2009,,,,,,,,3026,14.6427,HD 108236 c
Transit,2009,1.58040481,,,,,,,3000,14.6427,HD 108236 d
Transit,2009,1.58040454,,,,,,,3026,14.6427,HD 108236 e
Transit,2009,1.58040433,0.0149,2.742,8.17,21,596,M4 V,3250,14.6427,HD 108236 f
Radial Velocity,2009,1.58040494,,,,,,,3074,14.6427,HD 108341 b
Radial Velocity,2009,1.58040417,,,,,604,,3250,14.6427,HD 108863 b
Radial Velocity,2009,1.5804049,,2.64,,,,,,14.6427,HD 108874 b
Radial Velocity,2009,1.58040481,,,,,,,3026,14.6427,HD 108874 c
Radial Velocity,2009,1.58040456,0.01411,2.847,6.26125,,,,3026,14.6427,HD 109246 b
Radial Velocity,2009,1.5804043,,2.61,,,,,,14.6427,HD 109271 b
Radial Velocity,2009,1.58040482,,2.27,6.43,,,,,14.6427,HD 109271 c
Radial Velocity,2009,1.58040835,,,,,,,3074,14.6427,HD 109286 b
Radial Velocity,2009,1.58040465,,,,,,,3074,14.6427,HD 109749 b
Radial Velocity,2020,0.5182418,,,,,,M3,3458,20.373,HD 10975 b
Transit,2020,0.5182331,,1.193,1.32,,,M3,3458,20.373,HD 109833 b
Transit,2020,0.5182416,0.00915,1.18,1.32,233,,,3458,20.373,HD 109833 c
Radial Velocity,2020,0.51823846,,1.14,,255.14,1019,,3325,20.373,HD 109988 b
Radial Velocity,2020,0.5182349,0.00916,1.193,2.09,,1089,M3,3458,20.373,HD 110014 b
Transit,2018,3.6511,0.026,,7.4,,,M4.5 V,3236,10.2525,HD 110082 b
Transit,2019,35.61253,0.1915,2.61,22.7,,422,K4.5,4640,16.32,HD 110113 b
Radial Velocity,2019,35.6134189,,2.882,,3.37,377,,4628.53,16.32,HD 110113 c
Radial Velocity,2019,35.589,0.1932,,30.63,,,,,16.32,HD 110537 b
Radial Velocity,2014,11.4407,0.072,,3.03,,,M1,3607,3.56228,HD 11112 b
Radial Velocity,2014,11.4432,0.0732,,5.43487,,,,3742.67,3.56228,HD 111232 b
Radial Velocity,2014,11.4433,0.0717,,5.35,,550,M2 V,3567,3.56228,HD 111232 c
Radial Velocity,2018,7600,5.4,,36,,,M1,3607,3.56228,HD 111591 b
Radial Velocity,2014,5.2354,0.053,,10.2,,,M0 V,4347,25.8557,HD 111998 b
Radial Velocity,2013,8.63182,0.0607,,10.6,,,,,15.1285,HD 112300 b
Radial Velocity,2013,25.63058,0.1254,,6.8,,,,,15.1285,HD 112640 b
Radial Velocity,2013,603.95116,1.0304,,29.4,,,,,15.1285,HD 113337 b
Radial Velocity,2009,2288,2.41,,260.61,,,M3.5 V,3370,12.356,HD 113337 c
Radial Velocity,2009,2333,2.523,,239.00696,,,,3411.78,12.356,HD 11343 c
Radial Velocity,2009,2303,2.424,,301.93699,,,M2 V,3370,12.356,HD 113538 b
Radial Velocity,2014,17.133,0.092,,6.49,,,,,11.9407,HD 113538 c
Radial Velocity,2014,17.38,0.103,,8.3,,,M2 V,3371,11.9407,HD 113996 b
Radial Velocity,2014,24.329,0.129,,6.4,,,M2 V,3371,11.9407,HD 114082 b
Radial Velocity,2020,106.3,0.309,,7.56,,,,,11.9407,HD 114386 b
Radial Velocity,2022,2.38129,0.034,,4.76743,,,,,37.0788,HD 114613 b
Radial Velocity,2022,25533.11353,16.761,,4069.15709,,,,,37.0788,HD 114729 b
Radial Velocity,2020,69.971,0.283,,16.2,,,,,28.4434,HD 114783 b
Radial Velocity,2020,121.995,0.339,,7.268,,,,,5.75624,HD 114783 c
Radial Velocity,2020,121.93268,0.384,,8.58137,,,,,5.75624,HD 11505 b
Radial Velocity,2014,471,0.97,,32,,,M1/M2 V,3564,5.75624,HD 11506 b
Radial Velocity,2014,579.47495,1.086,,14.93794,,,,,5.75624,HD 11506 c
Radial Velocity,2014,526.115,0.898,,8.478,,,,,5.75624,HD 11506 d
Radial Velocity,2020,14.238,0.0818,,4,2.53,351,M3.0 V,3451,5.58057,HD 115404 A b
Radial Velocity,2014,15.819,0.101,,13,,,M0.5 V,3542,23.6062,HD 115404 A c
Radial Velocity,2017,18.6498,0.091101,,2.89,1.06,,M3.5,3382,5.921535,HD 115954 b
Radial Velocity,2017,4.7234,0.036467,,1.18,6.66,,M3.5,3382,5.921535,HD 116029 b
Radial Velocity,2000,133.71,0.49,,1071.04,,350,G6 V,5540,17.5559,HD 116029 c
Radial Velocity,2020,11.949,0.079,,8.2,,,,,16.6186,HD 117207 b
Radial Velocity,2022,2.85310081,,2.127,,42.23,650,,3703,22.4751,HD 11755 b
Radial Velocity,2022,2.853136,0.03165,2.13,3.34,,693,M2 V,3556,22.4751,HD 117618 b
Radial Velocity,2017,1.22003,0.0197,,1.78,118.1,,M0,3717,28.4712,HD 118203 b
Radial Velocity,2017,5.974,0.057,,4.18,13.9,,M0,3717,28.4712,HD 11964 b
Radial Velocity,2017,257.8,0.698,,10.5,0.1,,M0,3717,28.4712,HD 11964 c
Radial Velocity,2007,695.66,1.151,,557.1,,,,,15.1968,HD 11977 b
Radial Velocity,2007,692,1.15,,794.5,,,M2.5 V,3510,15.1968,HD 120084 b
Radial Velocity,2007,695.36,1.18,,588.93604,,,,3492.73,15.1968,HD 121504 b
Radial Velocity,2007,692.9,0.95,,381.4,,,M3.5 V,,15.1968,HD 12235 b
Radial Velocity,2018,10000,25,,635.66,,,M2.5 V,3510,15.1968,HD 12235 c
Radial Velocity,2018,6739.323,5.23,,522.5,,,,,15.1968,HD 122562 c
Radial Velocity,2018,7500,5.78,,531.72692,,,,3492.73,15.1968,HD 124330 b
Radial Velocity,2018,5312,,,489.4582,,,,,15.1968,HD 12484 b
Radial Velocity,2022,10.66669,0.091,,11.44182,,,,,18.23817,HD 125271 b
Radial Velocity,2013,4100,4.5,,731,,,M1,3900,20.5266,HD 125390 b
Radial Velocity,2013,3771,4.11,,797.7493,,,M0.0,3897,20.5266,HD 125595 b
Radial Velocity,2023,241.8,0.657,,21.4,,,M0.0,3897,20.5266,HD 125612 b
Radial Velocity,2015,30.6,0.1434,,25.72,,,M2.5,3466,20.1903,HD 125612 c
Radial Velocity,2015,30.5987,0.14339,,23.54,1.07,,M2.5,3466,20.1903,HD 125612 d
Radial Velocity,2015,122.6196,0.36175,,21.09,0.17,,M2.5,3466,20.1903,HD 12648 b
Radial Velocity,2015,123.75,0.364,,25.72,,,M2.5,3466,20.1903,HD 126525 b
Radial Velocity,2017,48.1345,0.19394,,7.6,0.59,,M2.5,3466,20.1903,HD 12661 b
Radial Velocity,2017,13.2543,0.08208,,3.28,3.34,,M2.5,3466,20.1903,HD 12661 c
Radial Velocity,2017,5.3636,0.03282,,2.02,2.58,,M4,3159,5.37484,HD 126614 b
Radial Velocity,2017,40.54,0.1264,,2.31,0.17,,M4,3159,5.37484,HD 127506 b
Radial Velocity,2015,14.207,0.089,,6.6,,,M2.5,3526,23.619,HD 128311 b
Radial Velocity,2020,24.45,0.141,,10.27,,391,M0.0 V,4005,6.33256,HD 128311 c
Radial Velocity,2020,24.422,0.142,,10.6,,,M0 V,4014,6.33256,HD 128356 b
Radial Velocity,2012,3.33714,0.0348,4.2,14,,615,M1.5,3600,29.4214,HD 129445 b
Radial Velocity,2012,3.336649,,,,,,,3552,29.4214,HD 130322 b
Radial Velocity,2012,3.336649,0.03596,4.32,14.1,,,,,29.4214,HD 131496 b
Radial Velocity,2012,3.3366859,,4.363,,40.58,703,,3552,29.4214,HD 13167 b
Radial Velocity,2012,3.33665,0.03557,4.83,13.9,,,,3600,29.4214,HD 13189 b
Radial Velocity,2012,3.3366487,0.031,3.88,13.73,,604,,3652,29.4214,HD 132406 b
Radial Velocity,2012,3.3366496,0.0355,4.57,13.9,,594,,3600,29.4214,HD 132563 b
Radial Velocity,2012,3.3366413,,,,,,,3552,29.4214,HD 133131 A b
Radial Velocity,2012,3.336665,,,,,,,3552,29.4214,HD 133131 A c
Radial Velocity,2012,3.336649,,3.88,12.58,,615,M1.5,3652,29.4214,HD 133131 B b
Radial Velocity,2020,1.1980035,0.01589,1.264,1.86,59.4,773,,3347,27.3644,HD 134060 b
Radial Velocity,2020,1.19799593,,1.122,,58.26,705,,3332,27.3644,HD 134060 c
Radial Velocity,2020,15.509,0.0876,,7.41,1.95,329,,3347,27.3644,HD 134987 b
Radial Velocity,2019,203.59,0.338,,147.15529,,,M5.5 V,3081,9.48637,HD 134987 c
Radial Velocity,2019,203.69,0.337,,146.20107,,,M5.5 V,3081,9.48637,HD 135625 b
Radial Velocity,2020,1599.6,1.292,,63.56568,,,M5.5 V,3081,9.48637,HD 135872 b
Radial Velocity,2019,3.9306027,,1.27,,16.49,561,,3505,9.44181,HD 136118 b
Radial Velocity,2019,3.9306,0.036,1.2,,,518,M2.5 V,3505,9.44181,HD 136352 b
Radial Velocity,2019,3.93072,0.035,1.217,1.84,12.6,525,M2.5 V,3505,9.44181,HD 136352 c
Radial Velocity,2019,9.1247,0.061,,3.4,4.45,401,M2.5 V,3505,9.44181,HD 136352 d
Radial Velocity,2019,55.661,0.204,,6.1,0.38,220,M2.5 V,3505,9.44181,HD 136418 b
Radial Velocity,2010,2.64561,0.0287,,8.4,,,M2.5,,20.3779,HD 136925 b
Radial Velocity,2021,0.3219225,0.00709,0.699,0.633,579,1365,M1.0 V,3522,9.41263,HD 13724 c
Radial Velocity,2021,0.321962,0.0071,0.718,0.546,,1745,M1.0 V,3522,9.41263,HD 137388 b
Transit,2021,0.3219233,,2.661,,469.44,1296,,3518,9.41263,HD 137496 b
Radial Velocity,2023,11.5301,,,4.13,,,M1.0 V,3522,9.41263,HD 137496 c
Radial Velocity,2023,34.369,,,6.03,,,M1.0 V,3522,9.41263,HD 13808 b
Radial Velocity,2018,3.0232,0.026,,8,,,M4.0 V,3324,13.743,HD 13808 c
Radial Velocity,2022,2.616235,0.0252,1.09,1.75,17.3,568,,3384,15.8095,HD 13908 b
Radial Velocity,2022,2.61627687,,1.097,,19.11,533,,3352,15.8095,HD 13908 c
